"Comment";"FlowWords";"Flow";"cellComment";"DiscNumber";"Area";"Mean";"StdDev";"Mode";"Min";"Max";"X";"Y";"XM";"YM";"Perim.";"BX";"BY";"Width";"Height";"Major";"Minor";"Angle";"Circularity";"Feret";"IntDen";"Median";"Skew";"Kurt";"%Area";"RawIntDen";"Slice";"FeretX";"FeretY";"FeretAngle";"MinFeret";"Aspect.Ratio";"Roundness";"Solidity"
;"Static 3";0;"Static 7";7;1860.288;37.404;51.478;14;4;255;203.601;213.841;203.646;213.332;194.872;182.81;181.562;38.059;74.871;70.989;33.366;82.883;0.616;76.882;69581.894;19;2.875;7.668;100;714974;1;199.656;256.434;76.866;37.42;2.128;0.47;0.884
;"Static 3";0;"Static 8";8;1122.694;35.518;43.05;17;6;255;136.373;188.388;136.762;185.37;170.763;122.289;153.486;24.957;69.88;72.224;19.792;98.535;0.484;73.792;39876.255;21;3.22;10.684;100;409740;1;122.913;153.486;108.741;21.477;3.649;0.274;0.863
;"Static 3";0;"Static 9";9;1241.425;33.585;42.696;14;6;255;136.034;252.578;137.267;251.29;172.17;121.666;216.502;29.948;71.128;67.278;23.494;102.979;0.526;74.048;41692.652;20;3.39;11.936;100;428404;1;129.153;216.502;106.144;26.594;2.864;0.349;0.884
;"Static 3";0;"Static 10";10;1234.515;36.585;49.434;14;5;255;88.671;107.237;89.18;104.889;184.528;76.743;66.76;23.709;82.358;73.004;21.531;94.996;0.456;82.396;45164.671;19;2.975;8.465;100;464080;1;91.093;149.118;88.264;23.383;3.391;0.295;0.888
;"Static 3";0;"Static 11";11;1009.023;37.535;49.618;14;5;255;78.116;153.002;77.892;150.477;193.264;69.256;107.939;19.966;87.974;79.761;16.107;88.669;0.339;88.082;37873.901;19;2.842;7.739;100;389165;0;74.247;195.913;87.158;19.443;4.952;0.202;0.806
;"Static 3";0;"Static 12";12;1009.023;37.535;49.618;14;5;255;78.116;153.002;77.892;150.477;193.264;69.256;107.939;19.966;87.974;79.761;16.107;88.669;0.339;88.082;37873.901;19;2.842;7.739;100;389165;0;74.247;195.913;87.158;19.443;4.952;0.202;0.806
;"Static 3";0;"Static 13";13;885.134;61.301;66.14;16;6;255;128.225;134.857;128.446;134.186;138.273;116.674;102.324;22.461;56.153;53.658;21.003;86.807;0.582;56.433;54259.924;28;1.565;1.355;100;557536;0;120.418;158.477;84.289;22.461;2.555;0.391;0.877
;"Static 3";0;"Static 14";14;1746.424;48.073;52.221;17;6;255;157.338;248.898;156.2;247.859;221.262;144.751;198.408;26.829;102.324;90.53;24.562;93.336;0.448;102.371;83956.24;26;2.127;4.095;100;862674;0;154.11;198.408;91.746;26.509;3.686;0.271;0.936
;"Static 3";0;"Static 15";" ";1431.007;35.448;48.189;14;5;255;97.287;243.372;100.565;241.553;170.057;79.863;209.015;33.692;66.76;54.324;33.54;81.224;0.622;68.419;50726.104;19;3.09;9.242;100;521225;0;92.965;275.775;77.358;33.692;1.62;0.617;0.872
;"Static 2";0;;1;2559.247;37.809;53.21;8;2;255;75.112;138.133;75.041;140.538;235.363;38.059;106.691;63.64;70.504;74.444;43.772;128.415;0.581;85.662;96761.473;15;2.41;5.331;100;994252;1;38.059;114.178;132.639;48.972;1.701;0.588;0.871
;"Static 2";0;;2;507.82;46.614;50.361;24;0;255;109.209;135.954;109.632;134.905;105.283;91.717;117.922;32.444;33.068;37.112;17.422;142.159;0.576;44.614;23671.356;32;2.196;4.786;98.448;243230;1;91.717;117.922;132.166;20.191;2.13;0.469;0.856
;"Static 2";0;;3;1842.965;41.441;48.867;3;0;255;121.617;204.018;125.948;206.154;214.838;86.102;177.819;82.358;56.153;86.087;27.258;148.263;0.502;94.178;76375.086;27;2.514;6.413;98.252;784776;1;88.597;184.058;147.995;29.811;3.158;0.317;0.905
;"Static 2";0;;4;744.894;47.27;55.703;0;0;255;167.251;222.952;168.307;223.841;149.744;146.623;193.417;40.555;56.153;67.649;14.02;126.506;0.417;68.904;35211.471;29;2.096;4.017;93.415;361808;1;147.247;193.417;125.417;16.683;4.825;0.207;0.876
;"Static 2";0;;5;996.663;57.891;62.384;17;0;255;136.594;177.139;134.373;175.61;154.531;106.067;156.605;61.769;38.059;69.273;18.319;153.216;0.524;66.772;57697.848;35;1.701;2.008;98.438;592862;1;106.691;160.973;156.309;19.803;3.782;0.264;0.912
;"Static 2";0;;6;944.012;0;0;0;0;0;128.961;82.957;128.961;82.957;118.095;112.307;61.145;33.692;39.931;40.135;29.948;116.865;0.851;41.947;0;0;"NaN";"NaN";0;0;1;122.289;61.769;120.379;30.778;1.34;0.746;0.961
;"Static 2";0;;7;144.132;255;0;255;255;255;188.759;105.346;188.759;105.346;46.363;179.691;100.452;16.846;10.607;17.188;10.677;171.701;0.843;17.257;36753.715;255;"NaN";"NaN";100;377655;2;179.691;105.443;12.529;10.607;1.61;0.621;0.951
;"Static 2";0;;8;1080.164;0;0;0;0;0;120.787;234.88;120.787;234.88;167.295;97.956;211.511;60.521;44.299;59.826;22.989;143.222;0.485;72.022;0;0;"NaN";"NaN";0;0;3;99.828;214.007;144.52;26.459;2.602;0.384;0.885
;"Static 2";0;;9;1167.559;0;0;0;0;0;167.611;252.373;167.611;252.373;216.575;125.409;223.989;77.991;63.64;93.101;15.967;138.555;0.313;99.877;0;0;"NaN";"NaN";0;0;3;125.409;225.237;141.34;19.288;5.831;0.172;"NaN"
;"Static 2";0;;10;2205.778;0;0;0;0;0;267.104;255.213;267.104;255.213;206.308;235.22;222.742;56.777;68.008;77.014;36.467;114.361;0.651;77.701;0;0;"NaN";"NaN";0;0;3;237.092;224.613;124.2;37.004;2.112;0.474;"NaN"
;"Static 2";0;;11;1063.328;0;0;0;0;0;139.366;269.667;139.366;269.667;164.519;111.059;246.451;60.521;46.171;74.238;18.237;146.24;0.494;74.498;0;0;"NaN";"NaN";0;0;3;111.059;248.322;143.514;19.841;4.071;0.246;0.909
;"Static 2";0;;12;845.329;0;0;0;0;0;48.752;279.357;48.752;279.357;133.678;33.692;261.425;35.564;43.051;41.321;26.048;47.886;0.594;47.994;0;0;"NaN";"NaN";0;0;3;42.427;304.476;63.768;31.796;1.586;0.63;0.819
;"Static 2";0;;13;1176.025;0;0;0;0;0;72.299;172.713;72.299;172.713;143.453;43.675;154.11;54.282;37.436;52.924;28.293;156.593;0.718;55.082;0;0;"NaN";"NaN";0;0;3;43.675;167.212;170.218;29.89;1.871;0.535;0.917
;"Static 2";0;;14;802.995;0;0;0;0;0;141.121;123.227;141.121;123.227;134.203;121.042;101.076;36.812;47.418;56.587;18.068;120.461;0.56;59.649;0;0;"NaN";"NaN";0;0;3;121.042;101.076;127.349;19.257;3.132;0.319;0.93
;"Static 2";0;;15;980.8;0;0;0;0;0;191.951;141.262;191.951;141.262;159.436;174.699;107.939;37.436;61.145;65.502;19.065;114.848;0.485;67.666;0;0;"NaN";"NaN";0;0;3;174.699;109.187;122.957;19.82;3.436;0.291;0.911
;"Static 2";0;;16;879.683;0;0;0;0;0;240.482;100.532;240.482;100.532;138.525;217.75;76.119;49.29;39.307;49.996;22.403;153.317;0.576;51.002;0;0;"NaN";"NaN";0;0;3;217.75;96.709;165.114;28.705;2.232;0.448;0.823
;"Static 2";0;;17;1845.106;0;0;0;0;0;231.462;206.45;231.462;206.45;167.518;205.272;182.186;51.786;53.034;51.663;45.473;128.782;0.826;57.675;0;0;"NaN";"NaN";0;0;3;205.272;187.178;148.717;45.769;1.136;0.88;0.953
;"Static 1";0;;2;1457.478;67.904;67.481;255;0;255;194.605;221.928;191.939;225.254;174.744;167.836;189.674;51.162;61.145;68.079;27.258;49.628;0.6;68.119;98969.162;43;1.793;2.095;96.207;254234;3;172.204;249.57;61.557;31.891;2.498;0.4;0.874
;"Static 1";0;;3;887.956;0;0;0;0;0;199.9;249.051;199.9;249.051;136.989;179.691;225.237;38.059;42.427;42.726;26.461;63.363;0.595;49.069;0;0;"NaN";"NaN";0;0;3;180.315;258.305;41.392;33.295;1.615;0.619;0.831
;"Static 1";0;;4;986.056;0;0;0;0;0;131.426;158.899;131.426;158.899;149.436;112.307;131.024;39.931;51.786;62.165;20.196;60.228;0.555;61.11;0;0;"NaN";"NaN";0;0;3;115.426;182.81;57.933;25.08;3.078;0.325;0.822
;"Static 1";0;;5;559.011;67.644;60.892;255;15;255;147.548;168.003;149.033;167.561;99.728;138.512;151.614;21.213;38.683;38.14;18.662;72.75;0.706;39.657;37813.854;46;2.023;3.137;100;97137;3;143.503;190.297;77.276;20.982;2.044;0.489;0.937
;"Static 1";0;;6;614.679;0;0;0;0;0;192.824;143.783;192.824;143.783;101.968;177.195;125.409;28.701;33.068;36.861;21.232;49.908;0.743;40.44;0;0;"NaN";"NaN";0;0;3;177.819;157.853;51.892;24.343;1.736;0.576;0.905
;"Static 1";0;;7;1721.023;0;0;0;0;0;231.658;227.083;231.658;227.083;173.701;210.263;194.665;40.555;60.521;64.432;34.009;70.897;0.717;67.804;0;0;"NaN";"NaN";0;0;3;214.007;255.186;63.199;37.069;1.895;0.528;0.921
;"Static 1";0;;8;1220.794;0;0;0;0;0;135.347;249.431;135.347;249.431;151.125;110.435;231.477;55.529;36.812;56.394;27.563;20.739;0.672;60.311;0;0;"NaN";"NaN";0;0;3;111.059;257.681;24.444;31.258;2.046;0.489;0.903
;"Static 4";0;;1;2202.565;82.35;20.847;85;9;255;190.119;137.006;190.271;136.874;296.997;131.648;114.802;134.144;43.051;95.149;29.474;170.807;0.314;135.198;181380.46;85;1.684;24.885;100;1863737;1;131.648;140.383;172.842;35.064;3.228;0.31;0.799
;;0;;2;2598.369;43.709;47.605;18;7;255;138.213;116.864;142.116;116.867;311.261;63.64;96.085;140.383;44.923;135.511;24.414;12.702;0.337;143.163;113573.232;24;2.569;6.634;100;1166998;1;63.64;140.383;11.31;30.608;5.551;0.18;0.823
;;0;;3;1036.662;44.262;51.856;19;8;255;135.981;202.896;138.782;203.231;182.995;87.974;188.426;78.615;26.205;62.267;21.198;179.245;0.389;79.032;45884.929;25;2.692;6.692;100;471481;1;87.974;213.383;5.891;26.125;2.937;0.34;0.773
;;0;;4;1376.701;49.005;58.189;17;7;255;99.813;196.861;103.19;195.186;190.011;64.888;175.323;72.375;43.675;82.674;21.202;25.956;0.479;81.877;67465.146;24;2.322;4.566;100;693224;1;64.888;216.502;29.691;24.298;3.899;0.256;0.885
;;0;;5;1365.995;85;0;85;85;85;247.425;140.129;247.425;140.129;274.637;197.784;104.82;102.324;69.256;122.963;14.144;147.379;0.228;123.209;116109.607;85;"NaN";"NaN";100;1193060;1;197.784;105.443;146.149;18.023;8.693;0.115;0.755
;;0;;6;1213.98;39.49;40.179;16;7;255;215.266;212.261;220.171;213.151;181.023;176.571;200.904;83.606;21.837;81.479;18.97;173.634;0.466;84.2;47939.664;25;2.741;8.02;100;492594;1;176.571;210.263;173.191;20.273;4.295;0.233;0.942
;;0;;7;1293.102;55.477;65.805;18;8;255;83.726;57.252;83.971;55.03;180.794;49.914;37.436;63.64;48.042;62.663;26.274;36.527;0.497;78.12;71737.823;26;1.973;2.662;100;737127;1;49.914;85.478;36.229;31.079;2.385;0.419;0.867
"20170502-Flux";"Disc 1";1;"change";1;1091.84288;35.84553;40.0145;15;3;255;207.01471;121.81168;205.24962;122.81733;227.16801;192.16917;59.89688;25.58096;103.25973;85.75335;16.21135;79.36698;0.26587;104.43119;39137.68665;21;2.64541;7.65926;100;402151;1;195.60076;163.15662;81.40999;21.22626;5.28971;0.18905;0.73877
"30 dynes/cm^2";"Disc 1";1;"change";2;1742.62756;42.52491;43.69252;16;3;255;76.84437;158.02125;75.76281;153.71673;255.07294;57.08922;100.1401;36.1877;115.11432;121.96771;18.19156;103.05302;0.33658;118.86811;74105.07655;26;2.49815;6.73985;100;761451;1;60.20885;100.1401;104.43742;21.79531;6.70463;0.14915;0.82844
;"Disc 1";1;"change";3;901.19129;33.38942;37.45525;12;2;255;51.70567;80.43958;52.84967;81.6148;151.49652;39.30733;42.115;25.58096;65.20025;55.68012;20.60758;97.7524;0.49343;66.16042;30090.25163;20;2.87454;9.53599;100;309186;1;43.67481;42.115;99.77323;25.52344;2.70192;0.37011;0.83949
;"Disc 1";1;"change";4;1697.47068;41.9625;62.88114;255;2;255;79.73737;106.97732;77.92927;111.7976;221.42592;63.9524;54.90548;32.13218;98.89225;95.60363;22.60674;104.34584;0.43507;102.46688;71230.12062;19;2.72498;6.2566;100;731910;1;66.13614;54.90548;105.17862;25.53804;4.22899;0.23646;0.91286
;"Disc 1";1;"change";5;549.18169;34.83023;33.44012;18;3;255;37.9611;273.32097;38.34466;273.06038;101.08187;29.63648;249.57035;18.09385;43.05089;40.22772;17.38204;97.91464;0.67543;43.54649;19128.12575;24;2.77488;9.23114;100;196547;1;33.38003;249.57035;98.65254;18.09385;2.31433;0.43209;0.95937
;"Disc 1";1;"change";6;957.05347;38.5781;38.63148;16;4;255;24.96979;217.19066;25.08331;214.99425;210.58187;1.24785;165.65232;35.56377;91.7171;80.21185;15.19175;104.16903;0.27121;96.01011;36921.30107;25;2.58229;7.51522;100;379377;1;1.87178;165.65232;107.19854;21.193;5.27996;0.1894;0.65501
;"Disc 1";1;"change";7;2035.46607;32.23347;36.61707;12;2;255;61.08031;248.33084;59.05375;240.37345;303.86394;38.05948;180.62654;40.55518;137.57565;105.89109;24.47454;98.97905;0.27702;139.87703;65610.13213;19;2.9561;10.20421;100;674163;1;38.6834;180.62654;100.40771;30.93849;4.32658;0.23113;0.72179
;"Disc 1";1;"change";8;2103.29872;30.69605;29.46415;15;1;255;189.91302;236.54503;187.83886;238.94382;303.64484;162.53269;158.78913;43.05089;136.63977;123.04303;21.76477;77.83405;0.28667;139.24874;64562.95953;22;2.90628;10.62195;100;663403;1;164.40447;295.4289;78.89146;28.3197;5.65331;0.17689;0.69642
;"Disc 2";1;"change";1;1097.97478;89.20413;42.03293;72;51;255;115.27446;203.07535;114.4832;203.09581;179.60948;100.76406;175.01126;26.51686;69.87972;63.05919;22.16941;100.66887;0.4277;72.34314;97943.88565;75;2.48098;6.02912;100;1006401;1;107.00332;175.01126;104.99508;26.51686;2.84442;0.35157;0.84377
;"Disc 2";1;"change";2;1657.27819;90.79535;41.40277;65;49;255;160.4976;215.88517;160.4671;215.3044;250.57968;147.87048;150.99011;27.14078;119.48184;102.30773;20.62515;99.83595;0.33168;120.79779;150473.1519;76;2.43789;5.98084;100;1546154;1;151.926;150.99011;98.46492;22.89631;4.96034;0.2016;0.92534
;"Disc 2";1;"change";3;795.50132;103.22939;49.1176;255;54;255;172.17902;166.89969;172.08187;165.54518;174.49997;164.09256;134.1441;17.15797;80.79843;66.9146;15.13666;94.55222;0.32829;81.66344;82119.11244;85;1.94906;2.99442;100;843797;1;164.71648;134.1441;98.34678;17.15797;4.4207;0.22621;0.89003
;"Disc 2";1;"change";4;1271.20604;97.37659;49.7044;255;52;255;189.97964;125.63911;190.14436;123.91317;221.34344;174.07537;63.64046;31.50827;101.07602;79.67879;20.31343;77.75712;0.32606;102.2725;123785.708;78;2.01328;3.23752;100;1271933;1;188.73764;164.71648;81.22726;23.54511;3.92247;0.25494;0.84791
;"Disc 3";1;"change";1;1282.49447;35.225;40.6046;14;3;255;224.53115;209.11559;225.12516;208.11814;196.11287;212.44676;168.45999;23.39722;87.34962;79.78259;20.46716;94.23258;0.41904;88.42155;45175.86293;22;3.10791;10.30382;100;464195;3;220.5578;168.45999;98.93059;22.12305;3.89808;0.25654;0.89119
;"Disc 4";1;"change";1;773.40898;255;0;255;255;255;194.95848;134.38915;194.95848;134.38915;171.40977;189.04954;94.52477;12.79048;82.67018;80.55981;12.22365;89.7828;0.33079;82.82073;197219.2906;255;"NaN";"NaN";100;2026485;1;190.92132;94.52477;93.45517;12.56244;6.59049;0.15173;0.95225
;"Disc 5";1;"change";1;919.19622;49.32472;48.75389;24;1;255;177.24975;77.5277;177.25362;81.38751;199.86972;162.53274;28.07667;24.95704;93.58891;84.76729;13.80671;101.75467;0.28915;95.32194;45339.09833;32;2.09687;4.41665;100;465872;1;163.78059;28.07667;100.94219;16.832;6.13957;0.16288;0.85094
;"Disc 5";1;"change";2;1205.51441;59.01066;58.28095;22;4;255;124.96774;132.47372;124.70204;132.85492;294.01539;117.92203;63.64046;15.28619;144.12692;123.76161;12.40214;87.08169;0.17524;144.29024;71138.19678;36;2.10199;3.68509;100;730965;1;121.97755;207.76738;87.27369;14.58921;9.97905;0.10021;0.85919
;"Disc 5";1;"change";3;1476.74786;46.39897;49.30776;17;2;255;69.99744;90.64777;69.89939;90.58295;321.22954;60.20887;0.62393;21.52545;155.98152;126.29107;14.88826;87.26525;0.17984;156.04265;68519.5824;28;2.46927;5.99507;100;704058;1;63.95242;156.60544;88.39614;21.2271;8.4826;0.11789;0.75556
;"Disc 5";1;"change";4;212.35428;60.08478;62.42074;255;5;255;152.92308;122.83923;152.67468;122.78142;90.77223;149.11833;98.58032;6.86319;42.42697;42.77147;6.32145;88.31546;0.32387;42.48313;12759.2611;34;2.02863;3.1537;100;131105;1;152.23796;98.58032;92.94645;6.86319;6.76608;0.1478;0.92321
;"Disc 5";1;"change";5;1765.79103;39.13685;41.8904;19;1;255;71.77968;269.20764;72.55244;268.8415;226.03628;56.77727;220.2459;29.63649;99.20424;83.33443;26.97894;87.88349;0.4343;99.76966;69107.49816;28;3.08802;10.85984;100;710099;1;64.26438;319.45015;83.89722;27.81459;3.08887;0.32374;0.8762
20170528;"Disc 1";0;;1;1855.812;3.953;18.798;0;0;255;138.83;203.569;140.736;195.722;165.595;107.939;183.746;58.649;39.619;59.443;39.751;172.338;0.85;59.784;7336.339;0;6.278;47.192;7.032;75383;1;107.939;196.225;158.254;39.469;1.495;0.669;0.984
;"Disc 1";0;;2;2739.291;4.765;16.853;0;0;205;101.067;230.829;113.301;227.1;245.46;66.448;185.93;82.67;71.751;66.377;52.545;24.11;0.571;84.818;13052.773;0;4.936;29.333;13.351;134121;1;66.76;247.387;13.832;64.018;1.263;0.792;0.792
;"Disc 1";0;;3;744.894;44.251;32.21;20;2;255;251.922;221.261;251.309;220.585;128.624;223.365;209.639;54.282;22.461;51.656;18.361;167.656;0.566;55.99;32962.288;35;1.997;5.697;100;338697;1;223.365;217.75;165.809;21.079;2.813;0.355;0.922
;"Disc 1";0;;4;1765.011;32.898;26.502;9;0;255;69.302;200.936;68.211;201.596;184.272;35.564;177.507;69.256;50.85;76.522;29.368;32.765;0.653;77.037;58064.845;25;1.711;4.078;99.035;596633;1;36.812;226.173;28.018;30.496;2.606;0.384;0.962
;"Disc 1";0;;5;3062.201;42.717;34.743;16;1;255;122.026;82.507;125.194;84.266;296.492;66.136;50.538;121.042;59.897;109.38;35.645;152.581;0.438;132.17;130807.916;32;1.757;4.19;100;1344089;1;66.136;54.282;155.008;45.565;3.069;0.326;0.799
;"Disc 1";0;;6;1239.576;44.31;36.582;20;2;255;149.219;141.768;151.629;142.711;194.836;111.683;123.849;87.038;32.132;88.379;17.858;163.501;0.41;89.945;54925.468;33;2.073;5.999;100;564375;1;112.307;128.529;163.891;21.905;4.949;0.202;0.889
;"Disc 1";0;;7;2215.607;41.563;30.524;23;0;255;66.302;109.976;68.142;110.544;247.164;9.047;93.901;105.132;34.004;98.276;28.705;177;0.456;105.52;92087.152;34;1.629;4.325;99.578;946222;1;9.047;98.892;175.082;34.004;3.424;0.292;0.864
;"Disc 1";0;;8;2506.499;40.398;33.84;28;0;255;185.003;240.321;187.008;240.27;285.631;127.905;223.677;134.456;29.636;124.503;25.633;175.095;0.386;134.616;101257.698;31;2.1;6.398;99.072;1040452;1;127.905;238.34;177.211;27.881;4.857;0.206;0.955
;"Disc 1";0;;9;1580.394;40.538;34.147;15;0;255;211.38;202.225;209.142;201.651;208.179;162.845;188.738;92.965;22.773;92.523;21.748;1.776;0.458;93.083;64065.942;30;1.857;4.59;98.596;658296;1;162.845;210.887;2.882;22.773;4.254;0.235;0.938
;"Disc 1";0;;10;1888.804;44.109;34.663;22;0;255;159.622;122.928;159.676;122.305;226.563;104.196;108.875;97.956;32.756;95.161;25.272;173.075;0.462;98.871;83313.87;35;1.852;5.063;98.166;856074;1;104.196;112.931;172.202;31.549;3.766;0.266;0.87
;"Disc 1";0;;11;681.246;26.954;22.709;13;0;255;263.027;293.737;262.031;293.491;110.305;242.707;278.271;41.179;25.581;39.614;21.896;7.926;0.704;42.372;18362.502;21;3.123;17.307;99.986;188680;1;242.707;302.604;13.627;25.446;1.809;0.553;0.918
;"Disc 2";0;;1;1878.488;57.833;37.129;30;2;255;135.638;173.717;136.403;173.6;182.336;116.05;133.832;38.995;73.935;64.47;37.099;90.821;0.71;74.313;108638.61;48;1.338;2.303;100;1116293;1;132.272;207.767;84.218;38.995;1.738;0.575;0.919
;"Disc 2";0;;2;1525.115;66.674;40.395;85;3;255;148.926;215.623;149.888;213.81;192.079;121.042;174.075;47.73;69.568;56.044;34.648;60.686;0.519;71.434;101685.423;57;1.63;3.531;100;1044847;1;143.503;243.643;76.874;41.548;1.618;0.618;0.768
;"Disc 2";0;;3;1961.697;78.151;42.422;54;5;255;217.803;205.072;216.967;204.225;200.496;188.738;170.02;56.153;63.952;65.695;38.02;130.664;0.613;76.994;153308.21;70;1.039;1.154;100;1575286;1;188.738;180.315;135.821;39.363;1.728;0.579;0.847
;"Disc 2";0;;4;1108.582;60.359;37.364;37;4;255;202.178;164.413;202.314;164.791;138.172;180.003;138.824;39.931;44.611;43.061;32.779;33.332;0.73;49.551;66912.869;52;1.644;4.447;100;687549;1;187.802;177.819;51.904;33.898;1.314;0.761;0.912
;"Disc 2";0;;5;1242.009;51.438;30.227;85;3;255;118.725;130.29;119.086;130.995;133.272;95.149;112.931;47.418;35.564;46.281;34.169;176.512;0.879;48.216;63885.898;45;1.329;3.151;100;656446;1;95.149;134.144;10.437;34.986;1.354;0.738;0.979
;"Disc 2";0;;6;1749.635;52.143;30.757;32;3;246;89.681;224.058;89.731;225.059;159.675;64.888;195.289;48.042;54.905;54.087;41.188;117.974;0.862;56.778;91230.825;45;1.215;1.94;100;937423;1;84.23;195.289;105.945;43.717;1.313;0.762;0.959
;"Disc 2";0;;7;1196.657;54.097;33.3;85;4;255;124.172;250.036;123.662;249.419;128.761;104.82;229.605;39.307;39.931;40.828;37.318;38.627;0.907;41.533;64735.704;47;1.474;3.931;100;665178;1;109.187;264.857;34.287;37.537;1.094;0.914;0.979
;"Disc 2";0;;8;1311.107;64.117;35.2;85;6;255;157.485;148.443;157.461;150.206;173.265;137.888;109.811;33.068;73.935;60.912;27.406;95.418;0.549;73.946;84064.797;58;1.54;4.317;100;863790;1;155.981;109.811;90.967;33.068;2.223;0.45;0.844
;"Disc 2";0;;9;1231.206;18.86;51.531;2;0;252;76.647;137.432;82.488;137.254;152.433;53.97;116.05;47.418;42.739;52.893;29.637;42.188;0.666;59.402;23220.76;2;2.977;7.242;97.795;238600;2;54.282;154.734;37.532;34.123;1.785;0.56;0.891
;"Disc 2";0;;10;650.979;43.555;87.311;2;0;255;211.716;295.266;208.554;293.856;96.058;197.785;277.335;26.205;32.444;31.765;26.094;82.526;0.887;33.381;28353.658;3;1.806;1.368;99.447;291342;2;209.951;277.647;105.725;26.205;1.217;0.821;0.971
;"Disc 2";0;;11;1480.542;12.735;36.682;1;0;204;69.882;255.726;65.205;254.546;159.957;49.29;230.853;49.914;51.786;46.495;40.544;101.29;0.727;52.239;18854.654;2;3.291;9.278;94.906;193737;2;59.897;282.638;82.451;44.74;1.147;0.872;0.91
;"Disc 2";0;;12;615.555;42.968;86.422;2;0;255;117.421;213.803;116.404;218.853;111.031;104.82;188.738;24.957;46.171;36.224;21.636;92.648;0.627;46.377;26449.38;4;1.838;1.492;99.763;271775;2;113.555;234.908;84.596;22.821;1.674;0.597;0.91
;"Disc 2";0;;13;2399.543;7.546;25.931;1;0;200;55.627;95.873;59.688;92.772;241.734;9.047;75.495;104.508;45.547;95.394;32.027;19.1;0.516;108.377;18106.646;2;4.55;19.759;92.339;186051;2;9.047;108.875;15.356;32.701;2.979;0.336;0.926
;"Disc 3";0;;1;1226.827;64.39;34.729;42;6;255;127.766;194.852;127.585;193.35;181.607;115.114;152.238;24.957;82.67;71.973;21.703;102.05;0.467;84.432;78995.256;57;1.373;2.621;100;811699;1;120.418;152.238;101.725;23.437;3.316;0.302;0.917
;"Disc 3";0;;2;1592.364;54.002;29.12;35;7;255;217.281;258.408;217.599;258.945;173.343;194.977;229.917;42.427;57.713;51.768;39.164;97.014;0.666;62.275;85990.583;47;1.796;5.357;100;883578;1;202.464;287.63;67.932;38.131;1.322;0.757;0.86
;"Disc 3";0;;3;750.247;56.034;33.203;34;4;255;146.624;225.54;146.665;225.25;179.075;140.071;179.691;14.974;82.67;74.806;12.77;93.959;0.294;83.751;42039.114;48;1.705;4.489;100;431964;1;140.383;179.691;99.217;14.334;5.858;0.171;0.878
;"Disc 3";0;;4;871.995;62.647;35.6;85;7;255;128.123;116.764;127.628;117.093;169.357;115.426;89.221;26.829;69.256;56.818;19.541;86.304;0.382;69.509;54628.153;54;1.421;2.786;100;561320;1;116.674;89.221;94.892;26.154;2.908;0.344;0.746
;"Disc 3";0;;5;1405.605;59.939;36.285;41;2;255;161.222;98.004;162.076;98.946;157.551;139.135;66.448;48.042;49.602;50.721;35.285;143.03;0.712;60.712;84250.68;51;1.633;3.834;100;865700;1;150.054;66.448;126.222;37.139;1.437;0.696;0.94
;"Disc 3";0;;6;2211.714;57.119;34.85;33;2;255;128.218;62.987;129.864;63.087;180.907;101.388;35.252;51.162;60.209;59.418;47.393;102.912;0.849;63.955;126331.739;49;1.432;3.008;100;1298095;1;113.555;35.564;112.061;49.528;1.254;0.798;0.961
;"Disc 3";0;;7;1459.521;46.081;35.078;20;3;255;93.272;120.227;94.617;122.661;231.269;67.696;68.632;52.41;98.58;106.503;17.448;119.178;0.343;109.392;67256.801;35;1.995;5.532;100;691083;1;69.88;68.632;115.688;18.923;6.104;0.164;0.894
;"Disc 3";0;;8;1118.898;50.673;31.015;85;6;255;242.447;252.614;242.575;253.26;155.162;223.677;219.622;34.004;63.952;61.399;23.203;106.695;0.584;66.378;56698.07;42;1.798;5.444;100;582589;1;229.917;219.622;105.539;26.973;2.646;0.378;0.889
;"Disc 3";0;;9;1139.044;58.312;34.737;37;5;255;230.386;166.906;231.659;168.173;137.92;209.015;145.063;40.867;44.611;53.83;26.942;129.845;0.752;56.613;66420.036;49;1.799;4.571;100;682485;1;209.639;145.375;128.512;29.347;1.998;0.5;0.964
;"Disc 3";0;;10;912.772;62.471;33.576;42;4;255;190.68;132.704;191.087;133.49;123.538;169.708;116.05;41.491;34.94;50.079;23.207;142.797;0.752;52.425;57021.857;55;1.407;3.077;100;585916;1;169.708;116.674;141.766;23.809;2.158;0.463;0.973
;"Disc 3";0;;11;1899.606;54.596;33.87;34;2;255;103.099;189.81;103.382;189.807;188.99;82.358;155.358;39.931;74.559;78.059;30.985;103.988;0.668;75.82;103710.476;46;1.439;2.967;100;1065655;1;92.965;156.605;104.78;33.639;2.519;0.397;0.924
;"Disc 3";0;;12;1308.576;56.158;34.363;85;2;255;140.519;144.988;140.644;143.984;160.261;124.785;110.123;30.572;68.632;68.541;24.308;75.071;0.64;69.354;73487.673;48;1.771;5.096;100;755107;1;133.832;178.755;81.724;24.483;2.82;0.355;0.964
;"Disc 3";0;;13;1495.433;55.893;32.531;36;3;255;84.292;33.569;86.087;34.767;164.842;51.162;11.543;59.273;44.611;61.178;31.123;144.961;0.692;68.264;83583.935;49;1.367;2.665;100;858849;1;51.162;11.543;140.563;32.835;1.966;0.509;0.957
